"tstamp","TIC","ID","number_of_flares","tot_obs_time","phaseshift","N_mcmc_steps","p-value","AD2","subsample","period"
"2022_09_05",166527623,"HIP 67522",6,43.8944082996641,0,10000,0.8818,0.829483988595355,"ED>1s","5d_rotation"
"2022_09_05",169461816,"KOI-12",8,674.358929401606,0,10000,0.3342,1.53804093953328,"ED>1s","5d_rotation"
"2022_09_05",200322593,"TOI-540",14,111.236258255755,0,10000,0.3506,1.51362694146075,"ED>1s","5d_rotation"
"2022_09_05",236387002,"nan",14,71.9421548482083,0,10000,0.7142,0.59451351352172,"ED>1s","5d_rotation"
"2022_09_05",272942100,"Kepler-249",3,162.34614160654,0,10000,0.3882,0.435399103300651,"ED>1s","5d_rotation"
"2022_09_05",273379660,"Kepler-862",3,25.4471372699936,0,10000,0.0726,0.263574044690641,"ED>1s","5d_rotation"
"2022_09_05",298969755,"Kepler-155",5,67.5551955460178,0,10000,0.5044,1.25772230582532,"ED>1s","5d_rotation"
"2022_09_05",307210830,"L 98-59",5,68.2088495639941,0,10000,0.1584,0.321903080772207,"ED>1s","5d_rotation"
"2022_09_05",399954349,"Kepler-411",19,295.238659437004,0,10000,0.9402,0.726945180858714,"ED>1s","5d_rotation"
"2022_09_05",410214986,"DS Tuc A",28,69.9175109754549,0,10000,0.7868,0.942300039276613,"ED>1s","5d_rotation"
"2022_09_05",434226736,"K2-25",3,21.7548062000342,0,10000,0.855,0.667569828641643,"ED>1s","5d_rotation"
"2022_09_05",441420236,"AU Mic",68,47.9300818729089,0,10000,0.5446,1.1465643746637,"ED>1s","5d_rotation"
"2022_09_05",460205581,"TOI-837",4,69.7318577012061,0,10000,0.1526,0.312480739793629,"ED>1s","5d_rotation"
"2022_09_05",468989066,"K2-354",3,67.5828322599687,0,10000,0.0096,3.89219381178681,"ED>1s","5d_rotation"
"2022_09_05",26417717,"Kepler-808",13,278.272544783678,0.5,10000,0.0062,4.95652373242689,"ED>1s","5d_rotation"
"2022_09_05",27769688,"Kepler-396",3,232.876315088026,0.5,10000,0.9258,0.739513021608979,"ED>1s","5d_rotation"
"2022_09_05",28159518,"Kepler-367",5,244.340292013316,0.5,10000,0.7264,1.02527363115385,"ED>1s","5d_rotation"
"2022_09_05",28230919,"HAT-P-11",3,163.425781096776,0.5,10000,0.4342,1.36291292392197,"ED>1s","5d_rotation"
"2022_09_05",48353358,"Kepler-1651",51,271.878416625888,0.5,10000,0.2108,1.90281240404943,"ED>1s","5d_rotation"
"2022_09_05",63126862,"Kepler-42",27,687.930238733381,0.5,10000,0.0394,3.17524754767772,"ED>1s","5d_rotation"
"2022_09_05",67646988,"nan",11,45.3375642699011,0.5,10000,0.8414,0.908572811052183,"ED>1s","5d_rotation"
"2022_09_05",98796344,"LTT 1445 A",13,43.8302853669102,0.5,10000,0.832,0.671323184146655,"ED>1s","5d_rotation"
"2022_09_05",120105470,"Kepler-1627",37,165.88897244376,0.5,10000,0.8314,0.680285060551043,"ED>1s","5d_rotation"
"2022_09_05",122066949,"Kepler-705",4,249.611790530871,0.5,10000,0.6616,0.558528449752695,"ED>1s","5d_rotation"
"2022_09_05",138297607,"Kepler-636",8,87.3055527058168,0.5,10000,0.3552,1.47461677419851,"ED>1s","5d_rotation"
"2022_09_05",158322085,"Kepler-1558",6,72.8334790652007,0.5,10000,0.6598,0.579990801677176,"ED>1s","5d_rotation"
"2022_09_05",158552258,"Kepler-1646",3,75.9846388106798,0.5,10000,0.7026,1.04342148445752,"ED>1s","5d_rotation"
"2022_09_05",164884002,"Kepler-55",9,549.629799270049,0.5,10000,0.0746,2.65658727378353,"ED>1s","5d_rotation"
"2022_09_05",166527623,"HIP 67522",6,43.8944082996641,0.5,10000,0.918,0.829483988595355,"ED>1s","5d_rotation"
"2022_09_05",169461816,"KOI-12",8,674.358929401606,0.5,10000,0.338,1.53804093953328,"ED>1s","5d_rotation"
"2022_09_05",200322593,"TOI-540",14,111.236258255755,0.5,10000,0.3138,1.51362694146075,"ED>1s","5d_rotation"
"2022_09_05",236387002,"nan",14,71.9421548482083,0.5,10000,0.687,0.59451351352172,"ED>1s","5d_rotation"
"2022_09_05",272942100,"Kepler-249",3,162.34614160654,0.5,10000,0.3714,0.435399103300651,"ED>1s","5d_rotation"
"2022_09_05",273379660,"Kepler-862",3,25.4471372699936,0.5,10000,0.0698,0.263574044690641,"ED>1s","5d_rotation"
"2022_09_05",298969755,"Kepler-155",5,67.5551955460178,0.5,10000,0.5086,1.25772230582532,"ED>1s","5d_rotation"
"2022_09_05",307210830,"L 98-59",5,68.2088495639941,0.5,10000,0.1712,0.321903080772207,"ED>1s","5d_rotation"
"2022_09_05",399954349,"Kepler-411",19,295.238659437004,0.5,10000,0.9492,0.726945180858714,"ED>1s","5d_rotation"
"2022_09_05",410214986,"DS Tuc A",28,69.9175109754549,0.5,10000,0.7706,0.942300039276613,"ED>1s","5d_rotation"
"2022_09_05",434226736,"K2-25",3,21.7548062000342,0.5,10000,0.8048,0.667569828641643,"ED>1s","5d_rotation"
"2022_09_05",441420236,"AU Mic",68,47.9300818729089,0.5,10000,0.5524,1.1465643746637,"ED>1s","5d_rotation"
"2022_09_05",460205581,"TOI-837",4,69.7318577012061,0.5,10000,0.1362,0.312480739793629,"ED>1s","5d_rotation"
"2022_09_05",468989066,"K2-354",3,67.5828322599687,0.5,10000,0.0168,3.89219381178681,"ED>1s","5d_rotation"
"2022_09_05",26417717,"Kepler-808",13,278.272544783678,0.25,10000,0.0038,4.95652373242689,"ED>1s","5d_rotation"
"2022_09_05",27769688,"Kepler-396",3,232.876315088026,0.25,10000,0.968,0.739513021608979,"ED>1s","5d_rotation"
"2022_09_05",28159518,"Kepler-367",5,244.340292013316,0.25,10000,0.6602,1.02527363115385,"ED>1s","5d_rotation"
"2022_09_05",28230919,"HAT-P-11",3,163.425781096776,0.25,10000,0.4324,1.36291292392197,"ED>1s","5d_rotation"
"2022_09_05",48353358,"Kepler-1651",51,271.878416625888,0.25,10000,0.2132,1.90281240404943,"ED>1s","5d_rotation"
"2022_09_05",63126862,"Kepler-42",27,687.930238733381,0.25,10000,0.0542,3.17524754767772,"ED>1s","5d_rotation"
"2022_09_05",67646988,"nan",11,45.3375642699011,0.25,10000,0.8314,0.908572811052183,"ED>1s","5d_rotation"
"2022_09_05",98796344,"LTT 1445 A",13,43.8302853669102,0.25,10000,0.8628,0.671323184146655,"ED>1s","5d_rotation"
"2022_09_05",120105470,"Kepler-1627",37,165.88897244376,0.25,10000,0.8618,0.680285060551043,"ED>1s","5d_rotation"
"2022_09_05",122066949,"Kepler-705",4,249.611790530871,0.25,10000,0.6158,0.558528449752695,"ED>1s","5d_rotation"
"2022_09_05",138297607,"Kepler-636",8,87.3055527058168,0.25,10000,0.3726,1.47461677419851,"ED>1s","5d_rotation"
"2022_09_05",158322085,"Kepler-1558",6,72.8334790652007,0.25,10000,0.652,0.579990801677176,"ED>1s","5d_rotation"
"2022_09_05",158552258,"Kepler-1646",3,75.9846388106798,0.25,10000,0.7076,1.04342148445752,"ED>1s","5d_rotation"
"2022_09_05",164884002,"Kepler-55",9,549.629799270049,0.25,10000,0.0852,2.65658727378353,"ED>1s","5d_rotation"
"2022_09_05",166527623,"HIP 67522",6,43.8944082996641,0.25,10000,0.9086,0.829483988595355,"ED>1s","5d_rotation"
"2022_09_05",169461816,"KOI-12",8,674.358929401606,0.25,10000,0.3266,1.53804093953328,"ED>1s","5d_rotation"
"2022_09_05",200322593,"TOI-540",14,111.236258255755,0.25,10000,0.318,1.51362694146075,"ED>1s","5d_rotation"
"2022_09_05",236387002,"nan",14,71.9421548482083,0.25,10000,0.726,0.59451351352172,"ED>1s","5d_rotation"
"2022_09_05",272942100,"Kepler-249",3,162.34614160654,0.25,10000,0.3738,0.435399103300651,"ED>1s","5d_rotation"
"2022_09_05",273379660,"Kepler-862",3,25.4471372699936,0.25,10000,0.0702,0.263574044690641,"ED>1s","5d_rotation"
"2022_09_05",298969755,"Kepler-155",5,67.5551955460178,0.25,10000,0.4948,1.25772230582532,"ED>1s","5d_rotation"
"2022_09_05",307210830,"L 98-59",5,68.2088495639941,0.25,10000,0.142,0.321903080772207,"ED>1s","5d_rotation"
"2022_09_05",399954349,"Kepler-411",19,295.238659437004,0.25,10000,0.9226,0.726945180858714,"ED>1s","5d_rotation"
"2022_09_05",410214986,"DS Tuc A",28,69.9175109754549,0.25,10000,0.804,0.942300039276613,"ED>1s","5d_rotation"
"2022_09_05",434226736,"K2-25",3,21.7548062000342,0.25,10000,0.844,0.667569828641643,"ED>1s","5d_rotation"
"2022_09_05",441420236,"AU Mic",68,47.9300818729089,0.25,10000,0.5438,1.1465643746637,"ED>1s","5d_rotation"
"2022_09_05",460205581,"TOI-837",4,69.7318577012061,0.25,10000,0.1482,0.312480739793629,"ED>1s","5d_rotation"
"2022_09_05",468989066,"K2-354",3,67.5828322599687,0.25,10000,0.02,3.89219381178681,"ED>1s","5d_rotation"
"2022_09_05",26417717,"Kepler-808",13,278.272544783678,0.75,10000,0.0066,4.95652373242689,"ED>1s","5d_rotation"
"2022_09_05",27769688,"Kepler-396",3,232.876315088026,0.75,10000,0.9672,0.739513021608979,"ED>1s","5d_rotation"
"2022_09_05",28159518,"Kepler-367",5,244.340292013316,0.75,10000,0.716,1.02527363115385,"ED>1s","5d_rotation"
"2022_09_05",28230919,"HAT-P-11",3,163.425781096776,0.75,10000,0.4216,1.36291292392197,"ED>1s","5d_rotation"
"2022_09_05",48353358,"Kepler-1651",51,271.878416625888,0.75,10000,0.19,1.90281240404943,"ED>1s","5d_rotation"
"2022_09_05",63126862,"Kepler-42",27,687.930238733381,0.75,10000,0.051,3.17524754767772,"ED>1s","5d_rotation"
"2022_09_05",67646988,"nan",11,45.3375642699011,0.75,10000,0.8166,0.908572811052183,"ED>1s","5d_rotation"
"2022_09_05",98796344,"LTT 1445 A",13,43.8302853669102,0.75,10000,0.822,0.671323184146655,"ED>1s","5d_rotation"
"2022_09_05",120105470,"Kepler-1627",37,165.88897244376,0.75,10000,0.8862,0.680285060551043,"ED>1s","5d_rotation"
"2022_09_05",122066949,"Kepler-705",4,249.611790530871,0.75,10000,0.673,0.558528449752695,"ED>1s","5d_rotation"
"2022_09_05",138297607,"Kepler-636",8,87.3055527058168,0.75,10000,0.388,1.47461677419851,"ED>1s","5d_rotation"
"2022_09_05",158322085,"Kepler-1558",6,72.8334790652007,0.75,10000,0.6816,0.579990801677176,"ED>1s","5d_rotation"
"2022_09_05",158552258,"Kepler-1646",3,75.9846388106798,0.75,10000,0.6582,1.04342148445752,"ED>1s","5d_rotation"
"2022_09_05",164884002,"Kepler-55",9,549.629799270049,0.75,10000,0.0726,2.65658727378353,"ED>1s","5d_rotation"
"2022_09_05",166527623,"HIP 67522",6,43.8944082996641,0.75,10000,0.9302,0.829483988595355,"ED>1s","5d_rotation"
"2022_09_05",169461816,"KOI-12",8,674.358929401606,0.75,10000,0.302,1.53804093953328,"ED>1s","5d_rotation"
"2022_09_05",200322593,"TOI-540",14,111.236258255755,0.75,10000,0.321,1.51362694146075,"ED>1s","5d_rotation"
"2022_09_05",236387002,"nan",14,71.9421548482083,0.75,10000,0.729,0.59451351352172,"ED>1s","5d_rotation"
"2022_09_05",272942100,"Kepler-249",3,162.34614160654,0.75,10000,0.3888,0.435399103300651,"ED>1s","5d_rotation"
"2022_09_05",273379660,"Kepler-862",3,25.4471372699936,0.75,10000,0.0734,0.263574044690641,"ED>1s","5d_rotation"
"2022_09_05",298969755,"Kepler-155",5,67.5551955460178,0.75,10000,0.5154,1.25772230582532,"ED>1s","5d_rotation"
"2022_09_05",307210830,"L 98-59",5,68.2088495639941,0.75,10000,0.159,0.321903080772207,"ED>1s","5d_rotation"
"2022_09_05",399954349,"Kepler-411",19,295.238659437004,0.75,10000,0.9078,0.726945180858714,"ED>1s","5d_rotation"
"2022_09_05",410214986,"DS Tuc A",28,69.9175109754549,0.75,10000,0.7362,0.942300039276613,"ED>1s","5d_rotation"
"2022_09_05",434226736,"K2-25",3,21.7548062000342,0.75,10000,0.8236,0.667569828641643,"ED>1s","5d_rotation"
"2022_09_05",441420236,"AU Mic",68,47.9300818729089,0.75,10000,0.5836,1.1465643746637,"ED>1s","5d_rotation"
"2022_09_05",460205581,"TOI-837",4,69.7318577012061,0.75,10000,0.1388,0.312480739793629,"ED>1s","5d_rotation"
"2022_09_05",468989066,"K2-354",3,67.5828322599687,0.75,10000,0.0264,3.89219381178681,"ED>1s","5d_rotation"
"2022_09_05",26417717,"Kepler-808",13,278.272544783678,0,10000,0.9746,0.789462343623402,"ED>1s","15d_rotation"
"2022_09_05",27769688,"Kepler-396",3,232.876315088026,0,10000,0.0122,0.199226802076731,"ED>1s","15d_rotation"
"2022_09_05",28159518,"Kepler-367",5,244.340292013316,0,10000,0.4724,1.36039516031093,"ED>1s","15d_rotation"
"2022_09_05",28230919,"HAT-P-11",3,163.425781096776,0,10000,0.5334,1.20218611714884,"ED>1s","15d_rotation"
"2022_09_05",48353358,"Kepler-1651",51,271.878416625888,0,10000,0.6058,0.537889698021381,"ED>1s","15d_rotation"
"2022_09_05",63126862,"Kepler-42",27,687.930238733381,0,10000,0.0354,3.44616669503995,"ED>1s","15d_rotation"
"2022_09_05",67646988,"nan",11,45.3375642699011,0,10000,0.5916,1.1367221969299,"ED>1s","15d_rotation"
"2022_09_05",98796344,"LTT 1445 A",13,43.8302853669102,0,10000,0.1372,2.10665476575063,"ED>1s","15d_rotation"
"2022_09_05",120105470,"Kepler-1627",37,165.88897244376,0,10000,0.4046,0.447926862370892,"ED>1s","15d_rotation"
"2022_09_05",122066949,"Kepler-705",4,249.611790530871,0,10000,0.6418,0.566265045875122,"ED>1s","15d_rotation"
"2022_09_05",138297607,"Kepler-636",8,87.3055527058168,0,10000,0.051,0.250067979301921,"ED>1s","15d_rotation"
"2022_09_05",158322085,"Kepler-1558",6,72.8334790652007,0,10000,0.9544,0.762288073617645,"ED>1s","15d_rotation"
"2022_09_05",158552258,"Kepler-1646",3,75.9846388106798,0,10000,0.985,0.780373689942163,"ED>1s","15d_rotation"
"2022_09_05",164884002,"Kepler-55",9,549.629799270049,0,10000,0.4276,0.455881513623623,"ED>1s","15d_rotation"
"2022_09_05",166527623,"HIP 67522",6,43.8944082996641,0,10000,0.9922,0.79917958526919,"ED>1s","15d_rotation"
"2022_09_05",169461816,"KOI-12",8,674.358929401606,0,10000,0.1744,2.08033824145124,"ED>1s","15d_rotation"
"2022_09_05",200322593,"TOI-540",14,111.236258255755,0,10000,0.9066,0.702014147148441,"ED>1s","15d_rotation"
"2022_09_05",236387002,"nan",14,71.9421548482083,0,10000,0.9224,0.798997801521487,"ED>1s","15d_rotation"
"2022_09_05",272942100,"Kepler-249",3,162.34614160654,0,10000,0.5676,1.19413071602218,"ED>1s","15d_rotation"
"2022_09_05",273379660,"Kepler-862",3,25.4471372699936,0,10000,0.5042,0.500430764075575,"ED>1s","15d_rotation"
"2022_09_05",298969755,"Kepler-155",5,67.5551955460178,0,10000,0.1022,2.45121655899475,"ED>1s","15d_rotation"
"2022_09_05",307210830,"L 98-59",5,68.2088495639941,0,10000,0.973,0.793886724944541,"ED>1s","15d_rotation"
"2022_09_05",399954349,"Kepler-411",19,295.238659437004,0,10000,0.809,0.891732542342083,"ED>1s","15d_rotation"
"2022_09_05",410214986,"DS Tuc A",28,69.9175109754549,0,10000,0.859,0.88915996904333,"ED>1s","15d_rotation"
"2022_09_05",434226736,"K2-25",3,21.7548062000342,0,10000,0.8682,0.704204197794698,"ED>1s","15d_rotation"
"2022_09_05",441420236,"AU Mic",68,47.9300818729089,0,10000,0.0806,2.5168703316711,"ED>1s","15d_rotation"
"2022_09_05",460205581,"TOI-837",4,69.7318577012061,0,10000,0.8786,0.881728945421182,"ED>1s","15d_rotation"
"2022_09_05",468989066,"K2-354",3,67.5828322599687,0,10000,0.4518,1.29628566794255,"ED>1s","15d_rotation"
"2022_09_05",26417717,"Kepler-808",13,278.272544783678,0.5,10000,0.9726,0.789462343623402,"ED>1s","15d_rotation"
"2022_09_05",27769688,"Kepler-396",3,232.876315088026,0.5,10000,0.0138,0.199226802076731,"ED>1s","15d_rotation"
"2022_09_05",28159518,"Kepler-367",5,244.340292013316,0.5,10000,0.4024,1.36039516031093,"ED>1s","15d_rotation"
"2022_09_05",28230919,"HAT-P-11",3,163.425781096776,0.5,10000,0.5342,1.20218611714884,"ED>1s","15d_rotation"
"2022_09_05",48353358,"Kepler-1651",51,271.878416625888,0.5,10000,0.5762,0.537889698021381,"ED>1s","15d_rotation"
"2022_09_05",63126862,"Kepler-42",27,687.930238733381,0.5,10000,0.042,3.44616669503995,"ED>1s","15d_rotation"
"2022_09_05",67646988,"nan",11,45.3375642699011,0.5,10000,0.5878,1.1367221969299,"ED>1s","15d_rotation"
"2022_09_05",98796344,"LTT 1445 A",13,43.8302853669102,0.5,10000,0.1732,2.10665476575063,"ED>1s","15d_rotation"
"2022_09_05",120105470,"Kepler-1627",37,165.88897244376,0.5,10000,0.4074,0.447926862370892,"ED>1s","15d_rotation"
"2022_09_05",122066949,"Kepler-705",4,249.611790530871,0.5,10000,0.6456,0.566265045875122,"ED>1s","15d_rotation"
"2022_09_05",138297607,"Kepler-636",8,87.3055527058168,0.5,10000,0.0562,0.250067979301921,"ED>1s","15d_rotation"
"2022_09_05",158322085,"Kepler-1558",6,72.8334790652007,0.5,10000,0.9648,0.762288073617645,"ED>1s","15d_rotation"
"2022_09_05",158552258,"Kepler-1646",3,75.9846388106798,0.5,10000,0.9882,0.780373689942163,"ED>1s","15d_rotation"
"2022_09_05",164884002,"Kepler-55",9,549.629799270049,0.5,10000,0.439,0.455881513623623,"ED>1s","15d_rotation"
"2022_09_05",166527623,"HIP 67522",6,43.8944082996641,0.5,10000,0.9756,0.79917958526919,"ED>1s","15d_rotation"
"2022_09_05",169461816,"KOI-12",8,674.358929401606,0.5,10000,0.175,2.08033824145124,"ED>1s","15d_rotation"
"2022_09_05",200322593,"TOI-540",14,111.236258255755,0.5,10000,0.8458,0.702014147148441,"ED>1s","15d_rotation"
"2022_09_05",236387002,"nan",14,71.9421548482083,0.5,10000,0.9612,0.798997801521487,"ED>1s","15d_rotation"
"2022_09_05",272942100,"Kepler-249",3,162.34614160654,0.5,10000,0.552,1.19413071602218,"ED>1s","15d_rotation"
"2022_09_05",273379660,"Kepler-862",3,25.4471372699936,0.5,10000,0.4986,0.500430764075575,"ED>1s","15d_rotation"
"2022_09_05",298969755,"Kepler-155",5,67.5551955460178,0.5,10000,0.0982,2.45121655899475,"ED>1s","15d_rotation"
"2022_09_05",307210830,"L 98-59",5,68.2088495639941,0.5,10000,0.9948,0.793886724944541,"ED>1s","15d_rotation"
"2022_09_05",399954349,"Kepler-411",19,295.238659437004,0.5,10000,0.8402,0.891732542342083,"ED>1s","15d_rotation"
"2022_09_05",410214986,"DS Tuc A",28,69.9175109754549,0.5,10000,0.8606,0.88915996904333,"ED>1s","15d_rotation"
"2022_09_05",434226736,"K2-25",3,21.7548062000342,0.5,10000,0.9118,0.704204197794698,"ED>1s","15d_rotation"
"2022_09_05",441420236,"AU Mic",68,47.9300818729089,0.5,10000,0.0906,2.5168703316711,"ED>1s","15d_rotation"
"2022_09_05",460205581,"TOI-837",4,69.7318577012061,0.5,10000,0.8698,0.881728945421182,"ED>1s","15d_rotation"
"2022_09_05",468989066,"K2-354",3,67.5828322599687,0.5,10000,0.5046,1.29628566794255,"ED>1s","15d_rotation"
"2022_09_05",26417717,"Kepler-808",13,278.272544783678,0.75,10000,0.9164,0.789462343623402,"ED>1s","15d_rotation"
"2022_09_05",27769688,"Kepler-396",3,232.876315088026,0.75,10000,0.0196,0.199226802076731,"ED>1s","15d_rotation"
"2022_09_05",28159518,"Kepler-367",5,244.340292013316,0.75,10000,0.4532,1.36039516031093,"ED>1s","15d_rotation"
"2022_09_05",28230919,"HAT-P-11",3,163.425781096776,0.75,10000,0.553,1.20218611714884,"ED>1s","15d_rotation"
"2022_09_05",48353358,"Kepler-1651",51,271.878416625888,0.75,10000,0.5706,0.537889698021381,"ED>1s","15d_rotation"
"2022_09_05",63126862,"Kepler-42",27,687.930238733381,0.75,10000,0.0392,3.44616669503995,"ED>1s","15d_rotation"
"2022_09_05",67646988,"nan",11,45.3375642699011,0.75,10000,0.6002,1.1367221969299,"ED>1s","15d_rotation"
"2022_09_05",98796344,"LTT 1445 A",13,43.8302853669102,0.75,10000,0.1548,2.10665476575063,"ED>1s","15d_rotation"
"2022_09_05",120105470,"Kepler-1627",37,165.88897244376,0.75,10000,0.4094,0.447926862370892,"ED>1s","15d_rotation"
"2022_09_05",122066949,"Kepler-705",4,249.611790530871,0.75,10000,0.6476,0.566265045875122,"ED>1s","15d_rotation"
"2022_09_05",138297607,"Kepler-636",8,87.3055527058168,0.75,10000,0.053,0.250067979301921,"ED>1s","15d_rotation"
"2022_09_05",158322085,"Kepler-1558",6,72.8334790652007,0.75,10000,0.9914,0.762288073617645,"ED>1s","15d_rotation"
"2022_09_05",158552258,"Kepler-1646",3,75.9846388106798,0.75,10000,0.9588,0.780373689942163,"ED>1s","15d_rotation"
"2022_09_05",164884002,"Kepler-55",9,549.629799270049,0.75,10000,0.4332,0.455881513623623,"ED>1s","15d_rotation"
"2022_09_05",166527623,"HIP 67522",6,43.8944082996641,0.75,10000,0.9256,0.79917958526919,"ED>1s","15d_rotation"
"2022_09_05",169461816,"KOI-12",8,674.358929401606,0.75,10000,0.158,2.08033824145124,"ED>1s","15d_rotation"
"2022_09_05",200322593,"TOI-540",14,111.236258255755,0.75,10000,0.8866,0.702014147148441,"ED>1s","15d_rotation"
"2022_09_05",236387002,"nan",14,71.9421548482083,0.75,10000,0.9536,0.798997801521487,"ED>1s","15d_rotation"
"2022_09_05",272942100,"Kepler-249",3,162.34614160654,0.75,10000,0.5416,1.19413071602218,"ED>1s","15d_rotation"
"2022_09_05",273379660,"Kepler-862",3,25.4471372699936,0.75,10000,0.504,0.500430764075575,"ED>1s","15d_rotation"
"2022_09_05",298969755,"Kepler-155",5,67.5551955460178,0.75,10000,0.099,2.45121655899475,"ED>1s","15d_rotation"
"2022_09_05",307210830,"L 98-59",5,68.2088495639941,0.75,10000,0.9934,0.793886724944541,"ED>1s","15d_rotation"
"2022_09_05",399954349,"Kepler-411",19,295.238659437004,0.75,10000,0.8552,0.891732542342083,"ED>1s","15d_rotation"
"2022_09_05",410214986,"DS Tuc A",28,69.9175109754549,0.75,10000,0.8326,0.88915996904333,"ED>1s","15d_rotation"
"2022_09_05",434226736,"K2-25",3,21.7548062000342,0.75,10000,0.9018,0.704204197794698,"ED>1s","15d_rotation"
"2022_09_05",441420236,"AU Mic",68,47.9300818729089,0.75,10000,0.0732,2.5168703316711,"ED>1s","15d_rotation"
"2022_09_05",460205581,"TOI-837",4,69.7318577012061,0.75,10000,0.802,0.881728945421182,"ED>1s","15d_rotation"
"2022_09_05",468989066,"K2-354",3,67.5828322599687,0.75,10000,0.45,1.29628566794255,"ED>1s","15d_rotation"
"2022_09_05",26417717,"Kepler-808",13,278.272544783678,0.25,10000,0.9672,0.789462343623402,"ED>1s","15d_rotation"
"2022_09_05",27769688,"Kepler-396",3,232.876315088026,0.25,10000,0.014,0.199226802076731,"ED>1s","15d_rotation"
"2022_09_05",28159518,"Kepler-367",5,244.340292013316,0.25,10000,0.4288,1.36039516031093,"ED>1s","15d_rotation"
"2022_09_05",28230919,"HAT-P-11",3,163.425781096776,0.25,10000,0.5352,1.20218611714884,"ED>1s","15d_rotation"
"2022_09_05",48353358,"Kepler-1651",51,271.878416625888,0.25,10000,0.6222,0.537889698021381,"ED>1s","15d_rotation"
"2022_09_05",63126862,"Kepler-42",27,687.930238733381,0.25,10000,0.0462,3.44616669503995,"ED>1s","15d_rotation"
"2022_09_05",67646988,"nan",11,45.3375642699011,0.25,10000,0.5852,1.1367221969299,"ED>1s","15d_rotation"
"2022_09_05",98796344,"LTT 1445 A",13,43.8302853669102,0.25,10000,0.1676,2.10665476575063,"ED>1s","15d_rotation"
"2022_09_05",120105470,"Kepler-1627",37,165.88897244376,0.25,10000,0.3952,0.447926862370892,"ED>1s","15d_rotation"
