"tstamp","TIC","ID","number_of_flares","tot_obs_time","phaseshift","N_mcmc_steps","p-value","AD2","subsample","period"
"2022_09_05",122066949,"Kepler-705",4,249.611790530871,0.25,10000,0.6396,0.566265045875122,"ED>1s","15d_rotation"
"2022_09_05",138297607,"Kepler-636",8,87.3055527058168,0.25,10000,0.0506,0.250067979301921,"ED>1s","15d_rotation"
"2022_09_05",158322085,"Kepler-1558",6,72.8334790652007,0.25,10000,0.9754,0.762288073617645,"ED>1s","15d_rotation"
"2022_09_05",158552258,"Kepler-1646",3,75.9846388106798,0.25,10000,0.971,0.780373689942163,"ED>1s","15d_rotation"
"2022_09_05",164884002,"Kepler-55",9,549.629799270049,0.25,10000,0.4186,0.455881513623623,"ED>1s","15d_rotation"
"2022_09_05",166527623,"HIP 67522",6,43.8944082996641,0.25,10000,0.9994,0.79917958526919,"ED>1s","15d_rotation"
"2022_09_05",169461816,"KOI-12",8,674.358929401606,0.25,10000,0.1692,2.08033824145124,"ED>1s","15d_rotation"
"2022_09_05",200322593,"TOI-540",14,111.236258255755,0.25,10000,0.8898,0.702014147148441,"ED>1s","15d_rotation"
"2022_09_05",236387002,"nan",14,71.9421548482083,0.25,10000,0.941,0.798997801521487,"ED>1s","15d_rotation"
"2022_09_05",272942100,"Kepler-249",3,162.34614160654,0.25,10000,0.5226,1.19413071602218,"ED>1s","15d_rotation"
"2022_09_05",273379660,"Kepler-862",3,25.4471372699936,0.25,10000,0.509,0.500430764075575,"ED>1s","15d_rotation"
"2022_09_05",298969755,"Kepler-155",5,67.5551955460178,0.25,10000,0.098,2.45121655899475,"ED>1s","15d_rotation"
"2022_09_05",307210830,"L 98-59",5,68.2088495639941,0.25,10000,0.971,0.793886724944541,"ED>1s","15d_rotation"
"2022_09_05",399954349,"Kepler-411",19,295.238659437004,0.25,10000,0.8206,0.891732542342083,"ED>1s","15d_rotation"
"2022_09_05",410214986,"DS Tuc A",28,69.9175109754549,0.25,10000,0.8674,0.88915996904333,"ED>1s","15d_rotation"
"2022_09_05",434226736,"K2-25",3,21.7548062000342,0.25,10000,0.9086,0.704204197794698,"ED>1s","15d_rotation"
"2022_09_05",441420236,"AU Mic",68,47.9300818729089,0.25,10000,0.108,2.5168703316711,"ED>1s","15d_rotation"
"2022_09_05",460205581,"TOI-837",4,69.7318577012061,0.25,10000,0.8892,0.881728945421182,"ED>1s","15d_rotation"
"2022_09_05",468989066,"K2-354",3,67.5828322599687,0.25,10000,0.4574,1.29628566794255,"ED>1s","15d_rotation"
"2022_09_05",26417717,"Kepler-808",13,278.272544783678,0,10000,0.0322,3.46242406658553,"ED>1s","10d_rotation"
"2022_09_05",27769688,"Kepler-396",3,232.876315088026,0,10000,0.5384,0.508929344094844,"ED>1s","10d_rotation"
"2022_09_05",28159518,"Kepler-367",5,244.340292013316,0,10000,0.9958,0.770942205178737,"ED>1s","10d_rotation"
"2022_09_05",28230919,"HAT-P-11",3,163.425781096776,0,10000,0.9616,0.701548358240719,"ED>1s","10d_rotation"
"2022_09_05",48353358,"Kepler-1651",51,271.878416625888,0,10000,0.6304,1.10675657770588,"ED>1s","10d_rotation"
"2022_09_05",63126862,"Kepler-42",27,687.930238733381,0,10000,0.1468,2.16989570450426,"ED>1s","10d_rotation"
"2022_09_05",67646988,"nan",11,45.3375642699011,0,10000,0.8318,0.914203343207758,"ED>1s","10d_rotation"
"2022_09_05",98796344,"LTT 1445 A",13,43.8302853669102,0,10000,0.6184,1.09899599823849,"ED>1s","10d_rotation"
"2022_09_05",120105470,"Kepler-1627",37,165.88897244376,0,10000,0.0616,0.249898185626542,"ED>1s","10d_rotation"
"2022_09_05",122066949,"Kepler-705",4,249.611790530871,0,10000,0.4926,0.484693885633033,"ED>1s","10d_rotation"
"2022_09_05",138297607,"Kepler-636",8,87.3055527058168,0,10000,0.0784,2.57264315456653,"ED>1s","10d_rotation"
"2022_09_05",158322085,"Kepler-1558",6,72.8334790652007,0,10000,0.5886,0.532919701647542,"ED>1s","10d_rotation"
"2022_09_05",158552258,"Kepler-1646",3,75.9846388106798,0,10000,0.1148,2.38793234262718,"ED>1s","10d_rotation"
"2022_09_05",164884002,"Kepler-55",9,549.629799270049,0,10000,0.225,1.79182835291826,"ED>1s","10d_rotation"
"2022_09_05",166527623,"HIP 67522",6,43.8944082996641,0,10000,0.4354,0.452348625286491,"ED>1s","10d_rotation"
"2022_09_05",169461816,"KOI-12",8,674.358929401606,0,10000,0.3678,0.425602585900393,"ED>1s","10d_rotation"
"2022_09_05",200322593,"TOI-540",14,111.236258255755,0,10000,0.5122,1.26044971706513,"ED>1s","10d_rotation"
"2022_09_05",236387002,"nan",14,71.9421548482083,0,10000,0.9002,0.837337988949606,"ED>1s","10d_rotation"
"2022_09_05",272942100,"Kepler-249",3,162.34614160654,0,10000,0.5232,1.19920406340056,"ED>1s","10d_rotation"
"2022_09_05",273379660,"Kepler-862",3,25.4471372699936,0,10000,0.3756,0.430168135731365,"ED>1s","10d_rotation"
"2022_09_05",298969755,"Kepler-155",5,67.5551955460178,0,10000,0.8916,0.841225368610374,"ED>1s","10d_rotation"
"2022_09_05",307210830,"L 98-59",5,68.2088495639941,0,10000,0.4896,0.481300141834034,"ED>1s","10d_rotation"
"2022_09_05",399954349,"Kepler-411",19,295.238659437004,0,10000,0.6772,0.57389466763215,"ED>1s","10d_rotation"
"2022_09_05",410214986,"DS Tuc A",28,69.9175109754549,0,10000,0.4002,1.34197315828857,"ED>1s","10d_rotation"
"2022_09_05",434226736,"K2-25",3,21.7548062000342,0,10000,0.99,0.753110821502424,"ED>1s","10d_rotation"
"2022_09_05",441420236,"AU Mic",68,47.9300818729089,0,10000,0.274,1.75452899881296,"ED>1s","10d_rotation"
"2022_09_05",460205581,"TOI-837",4,69.7318577012061,0,10000,0.2228,1.81338822602489,"ED>1s","10d_rotation"
"2022_09_05",468989066,"K2-354",3,67.5828322599687,0,10000,0.5516,1.18948510930868,"ED>1s","10d_rotation"
"2022_09_05",26417717,"Kepler-808",13,278.272544783678,0.5,10000,0.0432,3.46242406658553,"ED>1s","10d_rotation"
"2022_09_05",27769688,"Kepler-396",3,232.876315088026,0.5,10000,0.5596,0.508929344094844,"ED>1s","10d_rotation"
"2022_09_05",28159518,"Kepler-367",5,244.340292013316,0.5,10000,0.985,0.770942205178737,"ED>1s","10d_rotation"
"2022_09_05",28230919,"HAT-P-11",3,163.425781096776,0.5,10000,0.9182,0.701548358240719,"ED>1s","10d_rotation"
"2022_09_05",48353358,"Kepler-1651",51,271.878416625888,0.5,10000,0.583,1.10675657770588,"ED>1s","10d_rotation"
"2022_09_05",63126862,"Kepler-42",27,687.930238733381,0.5,10000,0.1448,2.16989570450426,"ED>1s","10d_rotation"
"2022_09_05",67646988,"nan",11,45.3375642699011,0.5,10000,0.8116,0.914203343207758,"ED>1s","10d_rotation"
"2022_09_05",98796344,"LTT 1445 A",13,43.8302853669102,0.5,10000,0.6232,1.09899599823849,"ED>1s","10d_rotation"
"2022_09_05",120105470,"Kepler-1627",37,165.88897244376,0.5,10000,0.0542,0.249898185626542,"ED>1s","10d_rotation"
"2022_09_05",122066949,"Kepler-705",4,249.611790530871,0.5,10000,0.5044,0.484693885633033,"ED>1s","10d_rotation"
"2022_09_05",138297607,"Kepler-636",8,87.3055527058168,0.5,10000,0.088,2.57264315456653,"ED>1s","10d_rotation"
"2022_09_05",158322085,"Kepler-1558",6,72.8334790652007,0.5,10000,0.5474,0.532919701647542,"ED>1s","10d_rotation"
"2022_09_05",158552258,"Kepler-1646",3,75.9846388106798,0.5,10000,0.1188,2.38793234262718,"ED>1s","10d_rotation"
"2022_09_05",164884002,"Kepler-55",9,549.629799270049,0.5,10000,0.271,1.79182835291826,"ED>1s","10d_rotation"
"2022_09_05",166527623,"HIP 67522",6,43.8944082996641,0.5,10000,0.4216,0.452348625286491,"ED>1s","10d_rotation"
"2022_09_05",169461816,"KOI-12",8,674.358929401606,0.5,10000,0.361,0.425602585900393,"ED>1s","10d_rotation"
"2022_09_05",200322593,"TOI-540",14,111.236258255755,0.5,10000,0.4666,1.26044971706513,"ED>1s","10d_rotation"
"2022_09_05",236387002,"nan",14,71.9421548482083,0.5,10000,0.8708,0.837337988949606,"ED>1s","10d_rotation"
"2022_09_05",272942100,"Kepler-249",3,162.34614160654,0.5,10000,0.5624,1.19920406340056,"ED>1s","10d_rotation"
"2022_09_05",273379660,"Kepler-862",3,25.4471372699936,0.5,10000,0.3858,0.430168135731365,"ED>1s","10d_rotation"
"2022_09_05",298969755,"Kepler-155",5,67.5551955460178,0.5,10000,0.882,0.841225368610374,"ED>1s","10d_rotation"
"2022_09_05",307210830,"L 98-59",5,68.2088495639941,0.5,10000,0.4868,0.481300141834034,"ED>1s","10d_rotation"
"2022_09_05",399954349,"Kepler-411",19,295.238659437004,0.5,10000,0.659,0.57389466763215,"ED>1s","10d_rotation"
"2022_09_05",410214986,"DS Tuc A",28,69.9175109754549,0.5,10000,0.4772,1.34197315828857,"ED>1s","10d_rotation"
"2022_09_05",434226736,"K2-25",3,21.7548062000342,0.5,10000,0.9774,0.753110821502424,"ED>1s","10d_rotation"
"2022_09_05",441420236,"AU Mic",68,47.9300818729089,0.5,10000,0.2694,1.75452899881296,"ED>1s","10d_rotation"
"2022_09_05",460205581,"TOI-837",4,69.7318577012061,0.5,10000,0.2458,1.81338822602489,"ED>1s","10d_rotation"
"2022_09_05",468989066,"K2-354",3,67.5828322599687,0.5,10000,0.526,1.18948510930868,"ED>1s","10d_rotation"
"2022_09_05",26417717,"Kepler-808",13,278.272544783678,0.75,10000,0.0288,3.46242406658553,"ED>1s","10d_rotation"
"2022_09_05",27769688,"Kepler-396",3,232.876315088026,0.75,10000,0.5408,0.508929344094844,"ED>1s","10d_rotation"
"2022_09_05",28159518,"Kepler-367",5,244.340292013316,0.75,10000,0.9734,0.770942205178737,"ED>1s","10d_rotation"
"2022_09_05",28230919,"HAT-P-11",3,163.425781096776,0.75,10000,0.9322,0.701548358240719,"ED>1s","10d_rotation"
"2022_09_05",48353358,"Kepler-1651",51,271.878416625888,0.75,10000,0.624,1.10675657770588,"ED>1s","10d_rotation"
"2022_09_05",63126862,"Kepler-42",27,687.930238733381,0.75,10000,0.1626,2.16989570450426,"ED>1s","10d_rotation"
"2022_09_05",67646988,"nan",11,45.3375642699011,0.75,10000,0.7972,0.914203343207758,"ED>1s","10d_rotation"
"2022_09_05",98796344,"LTT 1445 A",13,43.8302853669102,0.75,10000,0.5894,1.09899599823849,"ED>1s","10d_rotation"
"2022_09_05",120105470,"Kepler-1627",37,165.88897244376,0.75,10000,0.0554,0.249898185626542,"ED>1s","10d_rotation"
"2022_09_05",122066949,"Kepler-705",4,249.611790530871,0.75,10000,0.4862,0.484693885633033,"ED>1s","10d_rotation"
"2022_09_05",138297607,"Kepler-636",8,87.3055527058168,0.75,10000,0.0828,2.57264315456653,"ED>1s","10d_rotation"
"2022_09_05",158322085,"Kepler-1558",6,72.8334790652007,0.75,10000,0.6084,0.532919701647542,"ED>1s","10d_rotation"
"2022_09_05",158552258,"Kepler-1646",3,75.9846388106798,0.75,10000,0.1166,2.38793234262718,"ED>1s","10d_rotation"
"2022_09_05",164884002,"Kepler-55",9,549.629799270049,0.75,10000,0.2626,1.79182835291826,"ED>1s","10d_rotation"
"2022_09_05",166527623,"HIP 67522",6,43.8944082996641,0.75,10000,0.4066,0.452348625286491,"ED>1s","10d_rotation"
"2022_09_05",169461816,"KOI-12",8,674.358929401606,0.75,10000,0.382,0.425602585900393,"ED>1s","10d_rotation"
"2022_09_05",200322593,"TOI-540",14,111.236258255755,0.75,10000,0.5184,1.26044971706513,"ED>1s","10d_rotation"
"2022_09_05",236387002,"nan",14,71.9421548482083,0.75,10000,0.9038,0.837337988949606,"ED>1s","10d_rotation"
"2022_09_05",272942100,"Kepler-249",3,162.34614160654,0.75,10000,0.5236,1.19920406340056,"ED>1s","10d_rotation"
"2022_09_05",273379660,"Kepler-862",3,25.4471372699936,0.75,10000,0.3764,0.430168135731365,"ED>1s","10d_rotation"
"2022_09_05",298969755,"Kepler-155",5,67.5551955460178,0.75,10000,0.9018,0.841225368610374,"ED>1s","10d_rotation"
"2022_09_05",307210830,"L 98-59",5,68.2088495639941,0.75,10000,0.4384,0.481300141834034,"ED>1s","10d_rotation"
"2022_09_05",399954349,"Kepler-411",19,295.238659437004,0.75,10000,0.6708,0.57389466763215,"ED>1s","10d_rotation"
"2022_09_05",410214986,"DS Tuc A",28,69.9175109754549,0.75,10000,0.4682,1.34197315828857,"ED>1s","10d_rotation"
"2022_09_05",434226736,"K2-25",3,21.7548062000342,0.75,10000,0.9848,0.753110821502424,"ED>1s","10d_rotation"
"2022_09_05",441420236,"AU Mic",68,47.9300818729089,0.75,10000,0.2608,1.75452899881296,"ED>1s","10d_rotation"
"2022_09_05",460205581,"TOI-837",4,69.7318577012061,0.75,10000,0.2362,1.81338822602489,"ED>1s","10d_rotation"
"2022_09_05",468989066,"K2-354",3,67.5828322599687,0.75,10000,0.5146,1.18948510930868,"ED>1s","10d_rotation"
"2022_09_05",26417717,"Kepler-808",13,278.272544783678,0.25,10000,0.0414,3.46242406658553,"ED>1s","10d_rotation"
"2022_09_05",27769688,"Kepler-396",3,232.876315088026,0.25,10000,0.5618,0.508929344094844,"ED>1s","10d_rotation"
"2022_09_05",28159518,"Kepler-367",5,244.340292013316,0.25,10000,0.9726,0.770942205178737,"ED>1s","10d_rotation"
"2022_09_05",28230919,"HAT-P-11",3,163.425781096776,0.25,10000,0.9088,0.701548358240719,"ED>1s","10d_rotation"
"2022_09_05",48353358,"Kepler-1651",51,271.878416625888,0.25,10000,0.5912,1.10675657770588,"ED>1s","10d_rotation"
"2022_09_05",63126862,"Kepler-42",27,687.930238733381,0.25,10000,0.1542,2.16989570450426,"ED>1s","10d_rotation"
"2022_09_05",67646988,"nan",11,45.3375642699011,0.25,10000,0.805,0.914203343207758,"ED>1s","10d_rotation"
"2022_09_05",98796344,"LTT 1445 A",13,43.8302853669102,0.25,10000,0.6556,1.09899599823849,"ED>1s","10d_rotation"
"2022_09_05",120105470,"Kepler-1627",37,165.88897244376,0.25,10000,0.0626,0.249898185626542,"ED>1s","10d_rotation"
"2022_09_05",122066949,"Kepler-705",4,249.611790530871,0.25,10000,0.4972,0.484693885633033,"ED>1s","10d_rotation"
"2022_09_05",138297607,"Kepler-636",8,87.3055527058168,0.25,10000,0.0928,2.57264315456653,"ED>1s","10d_rotation"
"2022_09_05",158322085,"Kepler-1558",6,72.8334790652007,0.25,10000,0.5904,0.532919701647542,"ED>1s","10d_rotation"
"2022_09_05",158552258,"Kepler-1646",3,75.9846388106798,0.25,10000,0.14,2.38793234262718,"ED>1s","10d_rotation"
"2022_09_05",164884002,"Kepler-55",9,549.629799270049,0.25,10000,0.2292,1.79182835291826,"ED>1s","10d_rotation"
"2022_09_05",166527623,"HIP 67522",6,43.8944082996641,0.25,10000,0.4304,0.452348625286491,"ED>1s","10d_rotation"
"2022_09_05",169461816,"KOI-12",8,674.358929401606,0.25,10000,0.362,0.425602585900393,"ED>1s","10d_rotation"
"2022_09_05",200322593,"TOI-540",14,111.236258255755,0.25,10000,0.5026,1.26044971706513,"ED>1s","10d_rotation"
"2022_09_05",236387002,"nan",14,71.9421548482083,0.25,10000,0.8886,0.837337988949606,"ED>1s","10d_rotation"
"2022_09_05",272942100,"Kepler-249",3,162.34614160654,0.25,10000,0.4942,1.19920406340056,"ED>1s","10d_rotation"
"2022_09_05",273379660,"Kepler-862",3,25.4471372699936,0.25,10000,0.3726,0.430168135731365,"ED>1s","10d_rotation"
"2022_09_05",298969755,"Kepler-155",5,67.5551955460178,0.25,10000,0.8726,0.841225368610374,"ED>1s","10d_rotation"
"2022_09_05",307210830,"L 98-59",5,68.2088495639941,0.25,10000,0.4876,0.481300141834034,"ED>1s","10d_rotation"
"2022_09_05",399954349,"Kepler-411",19,295.238659437004,0.25,10000,0.6626,0.57389466763215,"ED>1s","10d_rotation"
"2022_09_05",410214986,"DS Tuc A",28,69.9175109754549,0.25,10000,0.4596,1.34197315828857,"ED>1s","10d_rotation"
"2022_09_05",434226736,"K2-25",3,21.7548062000342,0.25,10000,0.931,0.753110821502424,"ED>1s","10d_rotation"
"2022_09_05",441420236,"AU Mic",68,47.9300818729089,0.25,10000,0.2434,1.75452899881296,"ED>1s","10d_rotation"
"2022_09_05",460205581,"TOI-837",4,69.7318577012061,0.25,10000,0.2098,1.81338822602489,"ED>1s","10d_rotation"
"2022_09_05",468989066,"K2-354",3,67.5828322599687,0.25,10000,0.5468,1.18948510930868,"ED>1s","10d_rotation"
"2022_09_06",26417717,"Kepler-808",13,278.272544783678,0,10000,0.8096,0.889016969253419,"ED>1s","rand_rotation_05_20"
"2022_09_06",27769688,"Kepler-396",3,232.876315088026,0,10000,0.1354,2.23650490128273,"ED>1s","rand_rotation_05_20"
"2022_09_06",28159518,"Kepler-367",5,244.340292013316,0,10000,0.2154,0.358349297475202,"ED>1s","rand_rotation_05_20"
"2022_09_06",28230919,"HAT-P-11",3,163.425781096776,0,10000,0.2458,1.74235752735129,"ED>1s","rand_rotation_05_20"
"2022_09_06",48353358,"Kepler-1651",51,271.878416625888,0,10000,0.8124,0.664329739723868,"ED>1s","rand_rotation_05_20"
"2022_09_06",63126862,"Kepler-42",27,687.930238733381,0,10000,0.8024,0.666191856855029,"ED>1s","rand_rotation_05_20"
"2022_09_06",67646988,"nan",11,45.3375642699011,0,10000,0.2514,0.365134269527285,"ED>1s","rand_rotation_05_20"
"2022_09_06",98796344,"LTT 1445 A",13,43.8302853669102,0,10000,0.6598,1.03820170669085,"ED>1s","rand_rotation_05_20"
"2022_09_06",120105470,"Kepler-1627",37,165.88897244376,0,10000,0.7762,0.647704380733231,"ED>1s","rand_rotation_05_20"
"2022_09_06",122066949,"Kepler-705",4,249.611790530871,0,10000,0.0012,5.30922202322603,"ED>1s","rand_rotation_05_20"
"2022_09_06",138297607,"Kepler-636",8,87.3055527058168,0,10000,0.2642,1.78076474120027,"ED>1s","rand_rotation_05_20"
"2022_09_06",158322085,"Kepler-1558",6,72.8334790652007,0,10000,0.0524,3.17423678322237,"ED>1s","rand_rotation_05_20"
"2022_09_06",158552258,"Kepler-1646",3,75.9846388106798,0,10000,0.3016,0.398671947844718,"ED>1s","rand_rotation_05_20"
"2022_09_06",164884002,"Kepler-55",9,549.629799270049,0,10000,0.9198,0.829665321482345,"ED>1s","rand_rotation_05_20"
"2022_09_06",166527623,"HIP 67522",6,43.8944082996641,0,10000,0.602,0.521913307179426,"ED>1s","rand_rotation_05_20"
"2022_09_06",169461816,"KOI-12",8,674.358929401606,0,10000,0.6742,0.566714031358506,"ED>1s","rand_rotation_05_20"
"2022_09_06",200322593,"TOI-540",14,111.236258255755,0,10000,0.9418,0.739896531587018,"ED>1s","rand_rotation_05_20"
"2022_09_06",236387002,"nan",14,71.9421548482083,0,10000,0.957,0.766300495752423,"ED>1s","rand_rotation_05_20"
"2022_09_06",272942100,"Kepler-249",3,162.34614160654,0,10000,0.6676,0.989819184109017,"ED>1s","rand_rotation_05_20"
"2022_09_06",273379660,"Kepler-862",3,25.4471372699936,0,10000,0.5742,0.508626213715422,"ED>1s","rand_rotation_05_20"
"2022_09_06",298969755,"Kepler-155",5,67.5551955460178,0,10000,0.4448,1.30642325008034,"ED>1s","rand_rotation_05_20"
"2022_09_06",307210830,"L 98-59",5,68.2088495639941,0,10000,0.2836,0.378632112218093,"ED>1s","rand_rotation_05_20"
"2022_09_06",399954349,"Kepler-411",19,295.238659437004,0,10000,0.0136,4.04427501990162,"ED>1s","rand_rotation_05_20"
"2022_09_06",410214986,"DS Tuc A",28,69.9175109754549,0,10000,0.0652,0.257399132250018,"ED>1s","rand_rotation_05_20"
"2022_09_06",434226736,"K2-25",3,21.7548062000342,0,10000,0.2526,0.373506569676505,"ED>1s","rand_rotation_05_20"
"2022_09_06",441420236,"AU Mic",68,47.9300818729089,0,10000,0.002,7.03520850738767,"ED>1s","rand_rotation_05_20"
"2022_09_06",460205581,"TOI-837",4,69.7318577012061,0,10000,0.524,0.49908700885238,"ED>1s","rand_rotation_05_20"
"2022_09_06",468989066,"K2-354",3,67.5828322599687,0,10000,0.9692,0.740030172042548,"ED>1s","rand_rotation_05_20"
"2022_11_18",43605290,"GJ 3323",10,95.9616962196333,0,10000,0.2416,1.86475762165533,"ED>1s","orbit"
"2022_11_18",206548902,"GJ 3082",5,47.1313123208556,0,10000,0.824,0.915488765470998,"ED>1s","orbit"
"2022_11_18",218263393,"GJ 674",9,47.5763007413834,0,10000,0.9078,0.716993750280542,"ED>1s","orbit"
"2022_11_18",233193964,"GJ 687",9,113.96454937668,0,10000,0.252,1.83011714649113,"ED>1s","orbit"
"2022_11_18",388857263,"Proxima Cen",130,72.1575307486196,0,10000,0.1402,0.311591385363272,"ED>1s","orbit"
"2022_11_18",435907158,"TAP 26",15,44.175817672005,0,10000,0.5594,0.536914591248765,"ED>1s","orbit"
"2022_11_18",439403362,"YZ Cet",47,40.5441053794491,0,10000,0.3672,0.436802790513411,"ED>1s","orbit"
"2022_11_18",734710085,"HD 41004 B",79,139.049481659682,0,10000,0.699,0.983360885286643,"ED>1s","orbit"
"2022_11_18",43605290,"GJ 3323",10,95.9616962196333,0.25,10000,0.6464,1.04982303509276,"ED>1s","orbit"
"2022_11_18",43605290,"GJ 3323",10,95.9616962196333,0.25,10000,0.6372,1.04982303509276,"ED>1s","orbit"
"2022_11_18",206548902,"GJ 3082",5,47.1313123208556,0.25,10000,0.4428,1.29276529212908,"ED>1s","orbit"
"2022_11_18",218263393,"GJ 674",9,47.5763007413834,0.25,10000,0.3822,1.40382514943921,"ED>1s","orbit"
"2022_11_18",233193964,"GJ 687",9,113.96454937668,0.25,10000,0.5606,1.18567096224768,"ED>1s","orbit"
"2022_11_18",388857263,"Proxima Cen",130,72.1575307486196,0.25,10000,0.146,0.323136104885748,"ED>1s","orbit"
"2022_11_18",435907158,"TAP 26",15,44.175817672005,0.25,10000,0.7188,0.997737543045764,"ED>1s","orbit"
"2022_11_18",439403362,"YZ Cet",47,40.5441053794491,0.25,10000,0.758,0.631254953747238,"ED>1s","orbit"
"2022_11_18",734710085,"HD 41004 B",79,139.049481659682,0.25,10000,0.5022,1.23351685499837,"ED>1s","orbit"
"2022_11_18",43605290,"GJ 3323",10,95.9616962196333,0.5,10000,0.8154,0.647520199145058,"ED>1s","orbit"
"2022_11_18",206548902,"GJ 3082",5,47.1313123208556,0.5,10000,0.623,0.542880440052963,"ED>1s","orbit"
"2022_11_18",218263393,"GJ 674",9,47.5763007413834,0.5,10000,0.8376,0.661268300724103,"ED>1s","orbit"
"2022_11_18",233193964,"GJ 687",9,113.96454937668,0.5,10000,0.351,0.408893185383711,"ED>1s","orbit"
"2022_11_18",388857263,"Proxima Cen",130,72.1575307486196,0.5,10000,0.3918,0.452047788246262,"ED>1s","orbit"
"2022_11_18",435907158,"TAP 26",15,44.175817672005,0.5,10000,0.248,0.365448885455251,"ED>1s","orbit"
"2022_11_18",439403362,"YZ Cet",47,40.5441053794491,0.5,10000,0.2606,1.73051764319367,"ED>1s","orbit"
"2022_11_18",734710085,"HD 41004 B",79,139.049481659682,0.5,10000,0.5834,1.16078370017732,"ED>1s","orbit"
"2022_11_18",43605290,"GJ 3323",10,95.9616962196333,0.75,10000,0.637,1.05927563333877,"ED>1s","orbit"
"2022_11_18",206548902,"GJ 3082",5,47.1313123208556,0.75,10000,0.8802,0.674919005870593,"ED>1s","orbit"
"2022_11_18",218263393,"GJ 674",9,47.5763007413834,0.75,10000,0.579,1.15830487464813,"ED>1s","orbit"
"2022_11_18",233193964,"GJ 687",9,113.96454937668,0.75,10000,0.5956,0.521970834930986,"ED>1s","orbit"
"2022_11_18",388857263,"Proxima Cen",130,72.1575307486196,0.75,10000,0.6234,0.551262983882566,"ED>1s","orbit"
"2022_11_18",435907158,"TAP 26",15,44.175817672005,0.75,10000,0.6788,0.573362520854394,"ED>1s","orbit"
"2022_11_18",439403362,"YZ Cet",47,40.5441053794491,0.75,10000,0.7812,0.632537912496843,"ED>1s","orbit"
"2022_11_18",734710085,"HD 41004 B",79,139.049481659682,0.75,10000,0.6586,1.03878505630914,"ED>1s","orbit"
